Fecha,Disponibilidad_kWh_0-7,Disponibilidad_kWh_7-17,Disponibilidad_kWh_17-23,Disponibilidad_kWh_Dia
2023-04-24,109331627.5155,157298156.3853,109107361.3082,375737145.209
2023-04-25,110376926.5348,159570352.3191,111130120.08,381077398.9339
2023-04-26,110648782.5306,159242187.5453,109625945.138,379516915.2139
2023-04-27,110325914.8541,157951126.5537,111399183.638,379676225.0458
2023-04-28,110429209.5884,159982800.9591,110967756.0265,381379766.574
2023-04-29,110719340.7365,161720099.0425,111798829.311,384238269.09
2023-04-30,110944910.638,159637842.2791,112063488.9418,382646241.8589
2023-05-01,109473823.8144,159382969.5755,110581053.3637,379437846.7536
2023-05-02,109972433.5754,156573947.3584,106891438.2108,373437819.1446
2023-05-03,106774687.7528,151589470.1842,106644847.2303,365009005.1673
2023-05-04,106416874.2555,155499171.2084,108385212.4164,370301257.8803
2023-05-05,99446620.1687,148543299.0057,107114080.4849,355103999.65929997
2023-05-06,105637891.8521,154685673.1547,108267979.4391,368591544.4459
2023-05-07,101679802.9862,156930483.1175,107922194.8846,366532480.9883
2023-05-08,99746500.3539,152253596.1263,107138238.0835,359138334.5637
2023-05-09,95838392.3896,148605751.8199,106408611.4625,350852755.672
2023-05-10,104223029.9079,148124297.2075,104365575.4901,356712902.6055
2023-05-11,103060854.8005,152097033.098,104889733.251,360047621.1495
2023-05-12,102715863.91239999,149238847.2864,103464094.384,355418805.5828
2023-05-13,104244366.4996,153667171.2981,107230479.3217,365142017.1194
2023-05-14,105978315.6234,152510306.7298,107598473.5036,366087095.8568
2023-05-15,97505352.2249,152307667.1205,105917888.2131,355730907.5585
2023-05-16,104641012.5645,148747319.047,104815612.6564,358203944.2679
2023-05-17,99510046.0384,148121466.9068,105799232.1969,353430745.1421
2023-05-18,105686689.3489,148641492.8082,106241474.0182,360569656.1753
2023-05-19,104609725.3188,151895235.435,106591468.6595,363096429.4133
2023-05-20,107307619.5893,156043167.0981,107661409.2863,371012195.9737
2023-05-21,95751438.2444,146018723.8718,106974859.0637,348745021.1799
2023-05-22,104610391.35520001,151081377.8985,106451190.2023,362142959.45600003
2023-05-23,107587968.6205,153375562.5846,108606454.2664,369569985.4715
2023-05-24,104003174.0153,150261697.2804,105885169.7494,360150041.0451
2023-05-25,105152102.8735,150410812.1967,105910881.6636,361473796.7338
2023-05-26,105491723.1312,153617987.7221,107986729.4086,367096440.2619
2023-05-27,104373968.6149,152426357.227,107951708.6333,364752034.4752
2023-05-28,106419283.1642,155320785.6804,108638057.5744,370378126.419
2023-05-29,108191717.4462,153066056.4417,106514226.3159,367772000.2038
2023-05-30,104986292.5339,153976566.9518,106320709.8253,365283569.311
2023-05-31,103856942.1858,150448606.3783,105402208.6384,359707757.2025
2023-06-01,104848274.0602,152405121.0801,106030136.8203,363283531.9606
2023-06-02,105036226.819,152181909.3509,106318278.1723,363536414.3422
2023-06-03,106925038.687,155855470.894,106656653.5945,369437163.1755
2023-06-04,104340883.2049,153108693.5778,107320362.3914,364769939.1741
2023-06-05,107888434.6262,158664522.6204,109259024.4898,375811981.7364
2023-06-06,107418476.8391,157521242.5833,110075111.8337,375014831.2561
2023-06-07,104300498.8186,155488795.8717,111141949.5439,370931244.2342
2023-06-08,108958465.7334,157419020.2262,109838614.4674,376216100.427
2023-06-09,107515567.4733,160987064.269,112005897.7931,380508529.5354
2023-06-10,112400820.6207,164046426.6397,113258305.5982,389705552.8586
2023-06-11,109807217.118,162989761.5991,112542558.7224,385339537.4395
2023-06-12,110720282.0206,162680138.6563,111993746.3957,385394167.0726
2023-06-13,109722997.0973,154450534.7014,105930450.0252,370103981.8239
2023-06-14,103331963.8775,145712547.4099,101999675.9553,351044187.2427
2023-06-15,102959464.1751,149700668.5356,103634379.4224,356294512.1331
2023-06-16,102086862.5457,150982890.6716,105417081.2396,358486834.4569
2023-06-17,102214379.5651,148989049.6958,103286623.6288,354490052.8897
2023-06-18,98116374.1278,152722582.7934,105057720.24689999,355896677.1681
2023-06-19,95897120.0715,150444607.8955,102895273.1425,349237001.1095
2023-06-20,95028715.0773,149654195.6815,106139716.3995,350822627.1583
2023-06-21,103998584.9201,151806714.502,104997961.5033,360803260.9254
2023-06-22,98721063.0355,155471615.6992,108315809.1134,362508487.8481
2023-06-23,98093227.4905,147267495.8172,104632260.1243,349992983.432
2023-06-24,96592875.2354,152174025.3968,106572745.7021,355339646.3343
2023-06-25,104616331.2886,155596812.5795,108584125.4128,368797269.2809
2023-06-26,107344524.8654,154782051.933,107415329.7414,369541906.5398
2023-06-27,105239197.5824,152050430.5708,105793659.9905,363083288.1437
2023-06-28,104603433.6311,153774826.2468,106668614.5007,365046874.3786
2023-06-29,105889503.9424,155570199.1463,107514039.9702,368973743.0589
2023-06-30,99225394.3761,155862418.8945,106945280.1025,362033093.3731
2023-07-01,98679477.178,150646747.3365,106726563.9324,356052788.4469
2023-07-02,105001106.5805,152913619.8219,106837268.8569,364751995.2593
2023-07-03,104919999.7512,153181853.6782,105100290.641,363202144.0704
2023-07-04,105075655.0277,153385766.2094,107181730.6417,365643151.8788
2023-07-05,100942472.116,152138986.5878,106838648.1602,359920106.864
2023-07-06,104937140.7096,151254197.4264,107095001.475,363286339.611
2023-07-07,106871249.8398,155072349.7157,108222618.1902,370166217.7457
2023-07-08,105656863.8745,156034277.9328,108991064.833,370682206.6403
2023-07-09,108048633.6713,160286960.865,111585306.2782,379920900.8145
2023-07-10,108567666.8478,156306083.3912,110963025.482,375836775.721
2023-07-11,107076410.1058,156723367.8953,108275144.3929,372074922.394
2023-07-12,104388189.7601,152950559.4505,109081638.5389,366420387.7495
2023-07-13,106069884.5405,155245755.9185,108698134.659,370013775.11800003
2023-07-14,106586802.8724,156277949.6524,109220252.4711,372085004.9959
2023-07-15,109493990.077,160365271.9174,111249256.2508,381108518.2452
2023-07-16,103718537.0416,156752387.3973,112137299.0836,372608223.5225
2023-07-17,109643425.414,162575772.012,112553782.1869,384772979.6129
2023-07-18,110430414.8507,157457954.9831,109475198.1222,377363567.956
2023-07-19,106376576.0083,157250295.5554,111591433.8922,375218305.4559
2023-07-20,107203300.8072,157856560.4875,109795288.0202,374855149.3149
2023-07-21,109339999.6893,160858141.9007,107320447.8061,377518589.3961
2023-07-22,105834070.193,156035215.8886,108996391.84730001,370865677.9289
2023-07-23,108093098.8703,159599386.5596,111127722.9832,378820208.4131
2023-07-24,107200493.1672,162550722.5697,110696013.0155,380447228.7524
2023-07-25,108239744.8409,163426957.3933,113974027.0501,385640729.2843
2023-07-26,109994274.649,163916690.5216,113562673.0986,387473638.2692
2023-07-27,110614116.3128,162231045.9848,113413041.3284,386258203.626
2023-07-28,112283761.5969,166040598.9395,114509786.5442,392834147.0806
2023-07-29,112862028.3903,166292475.4153,113750766.2344,392905270.04
2023-07-30,113317016.0587,164383917.4949,113019241.4741,390720175.0277
2023-07-31,111346718.6945,164595448.176,113580554.6995,389522721.57
2023-08-01,105651981.6683,151137132.9421,105267560.6309,362056675.2413
2023-08-02,103217493.8031,151545549.5974,105228014.819,359991058.2195
2023-08-03,105622250.3856,156732114.9117,108253307.3258,370607672.6231
2023-08-04,107370744.7368,157896798.9882,108351416.503,373618960.228
2023-08-05,103385717.8069,158075500.2122,109227123.1386,370688341.1577
2023-08-06,103882670.5241,152694467.5607,110718646.6123,367295784.6971
2023-08-07,107053684.0455,161672204.4764,111727005.4597,380452893.9816
2023-08-08,106761478.17740001,161334846.5713,110466190.8284,378562515.5771
2023-08-09,108085954.0511,153129952.8103,108171741.5936,369387648.455
2023-08-10,99771985.5303,147843308.0444,103861595.2666,351476888.8413
2023-08-11,95596366.0673,151399380.5219,105872792.6244,352868539.2136
2023-08-12,97892926.2221,143007836.3928,104284411.0158,345185173.6307
2023-08-13,102041552.1056,148687751.3531,108713789.8811,359443093.3398
2023-08-14,108170972.4548,155095288.8843,106843349.8458,370109611.1849
2023-08-15,107692546.2392,156606604.4549,107609875.6685,371909026.3626
2023-08-16,106280067.4359,153879551.4169,106561827.1646,366721446.0174
2023-08-17,107826893.3282,156175810.6621,107605971.5972,371608675.5875
2023-08-18,107718287.2336,158965223.9887,109790691.4742,376474202.6965
2023-08-19,107757245.2722,156482543.091,107977866.1115,372217654.4747
2023-08-20,106761526.0167,156036781.2583,108448520.744,371246828.019
2023-08-21,108388194.9137,158725443.6404,110404527.1712,377518165.7253
2023-08-22,109855619.2924,159769415.9363,112811867.6906,382436902.9193
2023-08-23,112504539.419,161054561.8839,112607979.3959,386167080.6988
2023-08-24,111772625.2602,161186338.2046,111305312.1239,384264275.5887
2023-08-25,111402938.1966,162035897.5772,112313554.3202,385752390.094
2023-08-26,110899954.8283,161783816.7151,111636955.1792,384320726.7226
2023-08-27,112451079.7158,164680192.7304,114225713.9139,391356986.3601
2023-08-28,110192658.3902,160736721.6151,110244510.44,381173890.4453
2023-08-29,102820460.8817,157735989.5247,107196842.3123,367753292.7187
2023-08-30,97551642.1989,146847357.0865,105135185.034,349534184.3194
2023-08-31,99921490.6318,154129308.392,108408151.2834,362458950.3072
2023-09-01,105868168.9444,155967398.6876,106736006.1497,368571573.7817
2023-09-02,104997869.4133,155189514.9737,106496458.6732,366683843.0602
2023-09-03,101656335.9508,156891696.8381,108422251.4235,366970284.2124
2023-09-04,103989477.0802,155067002.9676,107005450.6961,366061930.7439
2023-09-05,105232864.7905,156334156.8164,110324828.9433,371891850.5502
2023-09-06,105022221.1821,155093085.493,107942866.8842,368058173.5593
2023-09-07,104162144.0172,153630849.864,107078229.5531,364871223.4343
2023-09-08,100783717.4147,150144822.5497,109294673.3685,360223213.3329
2023-09-09,97522042.0654,148577770.1889,106535365.7076,352635177.9619
2023-09-10,104973977.9509,154784038.3353,106905755.6833,366663771.9695
2023-09-11,97236557.93,145843644.1713,104865038.0548,347945240.1561
2023-09-12,101912618.6445,145024618.8378,96629544.9613,343566782.4436
2023-09-13,91929317.5381,142036369.2613,100846054.1579,334811740.9573
2023-09-14,90815023.019,144990531.1349,101356068.6789,337161622.8328
2023-09-15,94372366.6692,148851146.5018,103161425.5067,346384938.6777
2023-09-16,99891841.2768,148126492.1218,101954414.105,349972747.5036
2023-09-17,95314062.985,149102456.4325,102594748.6754,347011268.0929
2023-09-18,101153875.8802,146130217.944,103482484.1798,350766578.004
2023-09-19,96727497.9294,149626526.0761,104477861.8844,350831885.8899
2023-09-20,100416924.4313,147995981.2011,101505400.3415,349918305.9739
2023-09-21,96028041.2356,147580780.9591,104586496.5308,348195318.7255
2023-09-22,102221831.0258,151049899.524,100875594.2533,354147324.8031
2023-09-23,96089329.0295,146265638.3982,104909181.3607,347264148.7884
2023-09-24,106392563.0804,155498134.7415,107946057.6742,369836755.4961
2023-09-25,106136123.3843,152095383.6775,102827874.1562,361059381.218
2023-09-26,103172548.3773,150005869.4564,103203105.65269999,356381523.4864
2023-09-27,101307763.8604,148642974.4038,102483089.2054,352433827.4696
2023-09-28,95757576.2677,145297367.8295,102454369.0082,343509313.1054
2023-09-29,94187069.9644,141106405.2061,96720943.5179,332014418.68840003
2023-09-30,94191320.6342,140243021.6916,96767923.9218,331202266.2476
2023-10-01,96160821.4492,152382947.5887,104772355.28830001,353316124.3262
2023-10-02,94835906.253,150369351.1241,102979523.7372,348184781.1143
2023-10-03,98942386.359,145601632.1799,101958638.8721,346502657.411
2023-10-04,101353145.5696,149306603.9041,101842550.1449,352502299.6186
2023-10-05,103238930.5272,150363769.8047,102968780.2942,356571480.6261
2023-10-06,99979315.0517,149923204.8623,104254230.4473,354156750.3613
2023-10-07,96807441.4259,153342581.2077,105575098.9758,355725121.6094
2023-10-08,105868732.6779,155680066.85390002,105723786.4264,367272585.9582
2023-10-09,106468841.868,154287429.8499,107269733.768,368026005.4859
2023-10-10,106420192.3261,153678629.1182,107479783.0982,367578604.5425
2023-10-11,107168752.3799,157836815.1963,108448688.971,373454256.5472
2023-10-12,108006314.8319,158710188.2824,108746635.0708,375463138.1851
2023-10-13,107551823.42830001,155788618.0277,106671672.6061,370012114.0621
2023-10-14,105008430.138,152066142.8846,103349185.588,360423758.6106
2023-10-15,101599308.421,147348489.3813,100362475.9788,349310273.7811
2023-10-16,97030652.4399,144087772.7769,99467032.9166,340585458.1334
2023-10-17,97558235.2372,153126016.4531,105140847.4396,355825099.1299
2023-10-18,100265506.1394,147569304.0215,102646485.3022,350481295.4631
2023-10-19,102445497.5204,149030180.6705,102787885.3124,354263563.5033
2023-10-20,102803350.2582,150319533.0883,103996987.5036,357119870.8501
2023-10-21,103048422.7037,150711046.1241,103784593.509,357544062.3368
2023-10-22,101936762.5547,148950167.2494,103996250.6297,354883180.4338
2023-10-23,103146709.4871,153391611.81689999,106466889.7779,363005211.0819
2023-10-24,103594733.5065,154152456.6187,105718877.0072,363466067.1324
2023-10-25,107918004.88250001,158226392.3699,108640993.55,374785390.8024
2023-10-26,106407907.49780001,157479551.1897,111829107.9251,375716566.6126
2023-10-27,112599652.9896,164200060.8752,112601463.5135,389401177.3783
2023-10-28,112201789.5684,162206152.1895,109742093.3793,384150035.1372
2023-10-29,107214733.8692,158006269.7368,108451983.4085,373672987.0145
2023-10-30,113114198.525,158847966.7541,109320860.1319,381283025.411
2023-10-31,109271069.6675,157859707.3054,109170394.7718,376301171.7447
2023-11-01,108636634.3194,153688761.8586,109338625.5115,371664021.6895
2023-11-02,107947037.0054,154750115.353,109252162.5975,371949314.9559
2023-11-03,108806069.3526,160613250.98,112890191.679,382309512.0116
2023-11-04,109798000.3695,160820014.0702,109839859.0279,380457873.4676
2023-11-05,109274295.9117,161282711.8277,109968056.4885,380525064.2279
2023-11-06,105146458.7207,151938173.2407,103251495.6161,360336127.5775
2023-11-07,103713251.7987,150866232.6879,106689525.9519,361269010.4385
2023-11-08,108114389.3632,157876469.2992,109398118.911,375388977.5734
2023-11-09,109345355.9763,159612322.8289,110676141.5753,379633820.3805
2023-11-10,109978068.852,158546125.1931,110882783.2277,379406977.2728
2023-11-11,109444445.4652,159646175.145,110559013.4667,379649634.0769
2023-11-12,103295201.9559,161006626.7228,112843885.4983,377145714.177
2023-11-13,109938907.5589,158416862.4786,109329617.7916,377685387.8291
2023-11-14,106085043.1142,154309622.4356,106652540.3007,367047205.8505
2023-11-15,108733736.5327,157293690.0499,107684865.8597,373712292.4423
2023-11-16,102949264.9562,151221509.8596,106060682.2928,360231457.1086
2023-11-17,105905832.1191,152348649.0533,106220844.261,364475325.4334
2023-11-18,106901858.7468,157054219.772,109657103.5565,373613182.0753
2023-11-19,114324055.2042,167779556.9325,116793174.0816,398896786.2183
2023-11-20,113146858.8662,163645456.6798,112410306.9847,389202622.5307
2023-11-21,109596283.7406,155759409.5879,108147783.0015,373503476.33
2023-11-22,107411953.95,155689208.2263,107062929.48900001,370164091.6653
2023-11-23,108403279.8702,158993722.57,109708661.1378,377105663.578
2023-11-24,111375608.72049999,163007637.7893,113957263.7585,388340510.2683
2023-11-25,113537449.5104,167801733.6313,113546912.4334,394886095.5751
2023-11-26,111545226.507,163981909.1475,112515209.2336,388042344.8881
2023-11-27,110647440.7284,159939191.5855,109039933.5794,379626565.8933
2023-11-28,106585104.6676,158335112.4327,111312879.3505,376233096.4508
2023-11-29,108649997.2052,159208885.3279,110458065.85,378316948.3831
2023-11-30,107318512.8735,163068676.7627,112029393.6074,382416583.2436
2023-12-01,106178266.66,165727293.66,113814950.13,385720510.45
2023-12-02,111669195.28,168157120.82,114688324.36,394514640.46
2023-12-03,113662208.92,168531673.18,115093587.72,397287469.82
2023-12-04,114289511.39,165969522.99,112497783.64,392756818.02
2023-12-05,107891568.86,159327942.43,108970696.33,376190207.62
2023-12-06,101042558.0,156900413.14,109815761.4,367758732.54
2023-12-07,109747286.92,162679284.68,110924064.27,383350635.87
2023-12-08,111221811.4,165348966.02,112666299.55,389237076.96999997
2023-12-09,100569146.17,151472190.07,108867522.56,360908858.8
2023-12-10,101857519.76,160630160.83,111458500.99,373946181.58
2023-12-11,108842891.57000001,159916773.45,109601638.65,378361303.67
2023-12-12,109088739.89,156174803.68,106105007.88,371368551.45
2023-12-13,106127946.68,155464923.44,107837541.52,369430411.64
2023-12-14,106725047.13,160959513.52,106353503.21,374038063.86
2023-12-15,101960816.21,159354327.67,109969740.6,371284884.48
2023-12-16,109023597.68,161302288.0,111136830.69,381462716.37
2023-12-17,109811478.72,161968926.6,109863666.06,381644071.38
2023-12-18,108170213.15,164092338.29,114062603.7,386325155.14
2023-12-19,112963907.26,172776060.27,118010315.22,403750282.75
2023-12-20,114888481.0,170439466.04,116115369.52,401443316.56
2023-12-21,108469582.14,166098784.65,113916818.26,388485185.05
2023-12-22,112697608.78,167121552.23,114511813.86,394330974.87
2023-12-23,114484747.21,175447384.18,119504030.74,409436162.13
2023-12-24,117929520.98,171951368.78,118566620.81,408447510.57
2023-12-25,117715205.38,173107171.28,117283233.72,408105610.38
2023-12-26,115634267.5,170659346.14000002,119056615.07,405350228.71
2023-12-27,117334103.85,172245479.9,118653092.85,408232676.6
2023-12-28,115449752.07,174073240.5,118704080.76,408227073.33
2023-12-29,120328894.88,177975087.65,120994639.26,419298621.79
2023-12-30,119603134.05,177515926.52,121824957.78,418944018.35
2023-12-31,119099119.87,178547503.43,121133911.67,418780534.97
2024-01-01,120279468.5273,178068048.8283,120919889.6434,419267406.999
2024-01-02,118127016.519,172991057.9674,118314923.7803,409432998.26669997
2024-01-03,116529818.0014,173043999.5617,117541695.5902,407115513.1533
2024-01-04,113918209.3125,169238336.0324,115030321.91860001,398186867.2635
2024-01-05,115169310.1511,171564406.9417,115901906.2344,402635623.3272
2024-01-06,104552499.3845,164909763.8376,111050105.9041,380512369.1262
2024-01-07,108938393.3471,167168514.1541,113615492.826,389722400.3272
2024-01-08,113899076.8997,169375093.9929,114770171.5915,398044342.4841
2024-01-09,104517249.7529,161239952.0638,112510759.1964,378267961.0131
2024-01-10,111198751.378,164877286.8213,110591510.112,386667548.3113
2024-01-11,105635705.912,162671360.0127,109332821.8539,377639887.7786
2024-01-12,108989929.3334,166037012.6358,113805293.6063,388832235.5755
2024-01-13,107565533.827,169516910.0196,115431674.3355,392514118.1821
2024-01-14,112270305.8971,167097549.3306,114078045.2856,393445900.5133
2024-01-15,113565018.8711,170378712.1447,114688289.1609,398632020.1767
2024-01-16,109071180.1319,162453875.0907,110874974.5275,382400029.7501
2024-01-17,108056771.1215,161771859.8428,114394275.8186,384222906.7829
2024-01-18,112566116.305,168577345.7213,114049629.8152,395193091.8415
2024-01-19,110781283.44060001,164532666.4108,114915222.5567,390229172.4081
2024-01-20,112332367.5294,166985239.6197,113038746.5496,392356353.6987
2024-01-21,109984502.8487,160107712.5699,110088335.1912,380180550.6098
2024-01-22,109274585.1266,161941742.874,109107547.6522,380323875.6528
2024-01-23,108265840.4528,158942468.7311,109486413.9886,376694723.1725
2024-01-24,108526459.3972,159875539.4588,109258656.8811,377660655.7371
2024-01-25,106436656.7399,158323878.9883,112075554.2362,376836089.9644
2024-01-26,109361302.0221,164395288.9128,110898418.5926,384655009.5275
2024-01-27,108256754.3557,159438796.0411,110963507.4277,378659057.8245
2024-01-28,101468846.0479,155945915.3736,104603917.4175,362018678.839
2024-01-29,95456946.5241,159394311.4142,108479028.4289,363330286.3672
2024-01-30,103244263.6149,153008281.4037,105853506.5303,362106051.5489
2024-01-31,101165974.0736,150666716.8036,103845036.8983,355677727.7755
2024-02-01,94886024.3101,150689468.0984,104504428.3385,350079920.747
2024-02-02,93864088.6655,150225976.7252,103837903.9209,347927969.3116
2024-02-03,104989393.1022,156637667.7585,104701337.9798,366328398.8405
2024-02-04,98052170.0331,154497038.4143,106791492.8578,359340701.3052
2024-02-05,107539712.9473,156822846.2304,106406435.3951,370768994.5728
2024-02-06,106159292.4452,154771326.3061,107051038.7749,367981657.5262
2024-02-07,104341063.3194,156828683.4383,108446020.2077,369615766.9654
2024-02-08,108393702.2434,160332715.3355,109637900.7644,378364318.3433
2024-02-09,107909901.038,161421496.8573,109865556.8744,379196954.7697
2024-02-10,105536891.3683,161650825.548,109605580.9119,376793297.8282
2024-02-11,99088938.8486,158817805.2144,110026853.0524,367933597.1154
2024-02-12,109179136.5394,161150724.8019,109401665.863,379731527.2043
2024-02-13,104463544.6136,158045622.0895,107926462.7015,370435629.4046
2024-02-14,103738859.1056,152673204.1758,104945324.7272,361357388.0086
2024-02-15,102042041.9992,150445630.6993,105729462.72580001,358217135.4243
2024-02-16,103344039.4546,157143106.1389,107739543.8599,368226689.4534
2024-02-17,103636109.6333,160711598.8615,109461687.6907,373809396.1855
2024-02-18,99493340.9573,161259408.2826,109091728.2521,369844477.492
2024-02-19,106887744.8421,157363124.4657,107675703.5772,371926572.885
2024-02-20,104813570.9184,155620311.9504,108289512.6365,368723395.5053
2024-02-21,99925602.8342,152884423.291,107589303.3425,360399329.4677
2024-02-22,105211342.2899,153417131.3021,105955116.7072,364583590.2992
2024-02-23,104431469.8795,156283731.2458,109241507.6059,369956708.7312
2024-02-24,106847545.5915,159709064.4768,108621166.1905,375177776.2588
2024-02-25,108198910.7829,161519651.927,109177135.9114,378895698.6213
2024-02-26,105889817.9199,155672461.081,106164132.654,367726411.6549
2024-02-27,106248273.2059,158200535.1152,109410878.6569,373859686.978
2024-02-28,108609825.5848,156938534.8587,104997102.3138,370545462.7573
2024-02-29,102518665.8027,153053691.2182,103737076.4414,359309433.4623
2024-03-01,101141746.8037,152101181.3057,103243127.4154,356486055.5248
2024-03-02,98332108.6795,148575110.7489,102118230.0685,349025449.4969
2024-03-03,100909663.91239999,151361167.145,102919047.691,355189878.7484
2024-03-04,100663170.4782,148597877.1592,101754935.8927,351015983.5301
2024-03-05,101836982.8411,150290228.4377,105058115.2934,357185326.5722
2024-03-06,94649765.965,146173761.2325,103845941.7533,344669468.9508
2024-03-07,102233912.4217,149395711.3436,103475981.8203,355105605.5856
2024-03-08,100646254.9888,154286376.7679,103871728.0136,358804359.7703
2024-03-09,98485821.061,152464571.5322,103032234.7001,353982627.2933
2024-03-10,92841388.7428,150932998.6258,103510827.9753,347285215.3439
2024-03-11,101944863.8836,152405169.6645,104447815.281,358797848.8291
2024-03-12,99880764.3656,153324098.3544,104298826.4649,357503689.1849
2024-03-13,94295858.3247,149535900.2832,100487297.293,344319055.9009
2024-03-14,97032183.7999,147948489.4665,99889964.7711,344870638.0375
2024-03-15,90362665.3999,143537354.9407,98329070.9663,332229091.3069
2024-03-16,90364790.0034,144148843.3922,100285693.6192,334799327.0148
2024-03-17,97945234.4255,149096611.253,101379766.5977,348421612.2762
2024-03-18,98220767.0845,146728212.4637,99309877.2322,344258856.7804
2024-03-19,97294546.5633,146527541.8295,100770024.043,344592112.4358
2024-03-20,96838660.6457,148712170.2487,103259341.5055,348810172.3999
2024-03-21,92714293.728,150567216.594,104314669.937,347596180.259
2024-03-22,96155062.4543,151500442.2593,104165531.5497,351821036.2633
2024-03-23,96321615.0095,153514595.764,104326197.5343,354162408.3078
2024-03-24,96993016.9361,152925600.5702,104504960.0386,354423577.5449
2024-03-25,98956612.5993,153850132.3141,104786129.7629,357592874.6763
2024-03-26,97829974.1068,154236525.511,106037802.3743,358104301.9921
2024-03-27,94034138.2581,150097706.4829,101627467.8717,345759312.6127
2024-03-28,95699845.6154,156197160.1855,102585068.4647,354482074.2656
2024-03-29,93362395.7028,149577491.2691,101260795.9093,344200682.8812
2024-03-30,100483253.57349999,151267775.1952,102489097.1012,354240125.8699
2024-03-31,99807754.9151,153220492.6061,105952332.8192,358980580.3404
2024-04-01,102448072.8821,155358870.7339,103702139.814,361509083.43
2024-04-02,94747918.2603,152390802.6969,106018017.9204,353156738.8776
2024-04-03,98147873.4317,144183688.4905,103196557.0305,345528118.9527
2024-04-04,100460729.958,159385432.0812,107822349.3927,367668511.4319
2024-04-05,108027172.8368,162390988.924,110956959.0554,381375120.8162
2024-04-06,110485235.4464,165022577.169,110207176.0797,385714988.6951
2024-04-07,109831484.1464,165670507.5842,110948786.9291,386450778.6597
2024-04-08,107759670.6423,161225000.4282,108325638.3721,377310309.4426
2024-04-09,105376492.8928,159481347.9048,108115594.5636,372973435.3612
2024-04-10,103904194.8949,155751723.7739,104256644.7623,363912563.4311
2024-04-11,94979472.662,153210645.6065,104307991.4025,352498109.671
2024-04-12,97090951.9968,156203534.2384,103531761.49340001,356826247.7286
2024-04-13,99485218.3119,150404646.3325,100305221.0668,350195085.7112
2024-04-14,97366800.383,150765001.6048,100255388.4187,348387190.4065
2024-04-15,101620074.0998,151498700.0369,100328798.6843,353447572.821
2024-04-16,99589039.2135,147413713.6348,97550407.5722,344553160.4205
2024-04-17,97719523.2174,148373279.5285,101302646.6188,347395449.3647
2024-04-18,99866424.8251,149640784.1172,102048119.9936,351555328.9359
2024-04-19,98531789.538,153182457.0881,102496742.2592,354210988.8853
2024-04-20,97676682.5821,154168240.1387,104168458.4042,356013381.125
2024-04-21,105520952.3936,157742536.886,106529287.2168,369792776.4964
2024-04-22,106866355.9943,158983451.776,108498160.9394,374347968.7097
2024-04-23,103818415.6412,156683652.83,107288853.3088,367790921.78
2024-04-24,107151317.9121,162041169.9559,110608767.461,379801255.329
2024-04-25,109053569.1105,163730399.3499,111870575.9364,384654544.3968
2024-04-26,111173712.234,159966198.9187,105901351.6405,377041262.7932
2024-04-27,102869642.4602,157209272.6448,111308659.3376,371387574.4426
2024-04-28,110780643.7162,165231107.9314,111479833.9962,387491585.6438
2024-04-29,110555898.1555,165727881.5366,111669331.4707,387953111.1628
2024-04-30,109637424.0636,164539798.0252,110391338.5117,384568560.6005
2024-05-01,105773820.6359,161367359.5701,109532670.5024,376673850.7084
2024-05-02,106628900.5557,158951874.7212,107504556.8669,373085332.1438
2024-05-03,107179643.5938,161793152.3949,109708697.6456,378681493.6343
2024-05-04,109934511.4984,162058170.46739998,110387807.5894,382380489.5552
2024-05-05,106709971.9893,161958630.0159,107701236.0045,376369838.0097
2024-05-06,108103476.5619,159678119.2757,107407407.4492,375189003.2868
2024-05-07,107254774.6509,159048894.804,106072854.7485,372376524.2034
2024-05-08,106949993.0752,158862174.2751,108866019.8301,374678187.1804
2024-05-09,108458962.7773,159726901.9477,108214439.1037,376400303.8287
2024-05-10,107226111.849,161182622.7575,108301753.6246,376710488.2311
2024-05-11,109903499.773,161293700.3283,110516453.001,381713653.1023
2024-05-12,110535552.2664,165585170.4674,110926328.6018,387047051.3356
2024-05-13,110320296.7296,165026575.2657,109276536.2202,384623408.2155
2024-05-14,108312910.3739,161275079.1207,107506356.6416,377094346.1362
2024-05-15,107829549.9908,156648985.615,106647898.575,371126434.1808
2024-05-16,106126767.3188,148920651.8033,107612850.5326,362660269.6547
2024-05-17,101129720.667,156883901.2851,109012789.9284,367026411.8805
2024-05-18,101468434.2956,155069261.8198,107353285.5384,363890981.6538
2024-05-19,105678517.8387,161631545.3571,108775523.8345,376085587.0303
2024-05-20,106517948.4336,157257718.8485,105360868.9616,369136536.2437
2024-05-21,102842317.7068,152898083.2457,104305933.1326,360046334.0851
2024-05-22,102621911.2979,151007500.2227,104447641.4843,358077053.0049
2024-05-23,102818512.9055,154045690.6281,106507907.8313,363372111.3649
2024-05-24,98862439.3242,154525036.6659,104289715.7127,357677191.7028
2024-05-25,97099040.5819,155061866.8874,105401351.718,357562259.1873
2024-05-26,103148782.9902,157906563.8733,105050387.3467,366105734.2102
2024-05-27,104495253.5318,154704682.7102,104393700.8944,363593637.1364
2024-05-28,104630285.8375,158613107.0816,103434069.5062,366677462.4253
2024-05-29,102960377.6794,154640971.9772,99238113.4961,356839463.1527
2024-05-30,100401528.2952,154353681.7113,103816826.1774,358572036.1839
2024-05-31,104052762.4057,159894982.4325,107714816.1362,371662560.9744
2024-06-01,106647210.43,165358187.2,110722671.54,382728069.17
