CodigoVariable,Fecha,CodigoDuracion,UnidadMedida,Version,Valor
PPBOGReal,2025-08-31,P1D,COP/kWh,TXF,275.0557
PPBO,2025-08-31,P1D,COP/kWh,TXF,265.8772
PPBOGReal,2025-08-31,P1D,COP/kWh,TX1,273.7194
PPBO,2025-08-30,P1D,COP/kWh,TX2,348.0507
PPBOGReal,2025-08-30,P1D,COP/kWh,TX2,353.0409
PPBOGReal,2025-08-30,P1D,COP/kWh,TX1,353.0474
PPBO,2025-08-30,P1D,COP/kWh,TX4,332.5509
PPBOGReal,2025-08-30,P1D,COP/kWh,TX4,337.646
PPBO,2025-08-30,P1D,COP/kWh,TXF,351.2006
PPBOGReal,2025-08-30,P1D,COP/kWh,TXF,356.303
PPBO,2025-08-30,P1D,COP/kWh,TX3,351.617
PPBOGReal,2025-08-30,P1D,COP/kWh,TX3,356.7534
PPBO,2025-08-30,P1D,COP/kWh,TXR,349.6875
PPBOGReal,2025-08-30,P1D,COP/kWh,TXR,354.6656
PPBO,2025-08-29,P1D,COP/kWh,TX2,393.696
PPBOGReal,2025-08-29,P1D,COP/kWh,TX2,400.3344
PPBO,2025-08-29,P1D,COP/kWh,TXF,396.9508
PPBOGReal,2025-08-29,P1D,COP/kWh,TXF,404.0487
PPBO,2025-08-29,P1D,COP/kWh,TX3,397.2722
PPBOGReal,2025-08-29,P1D,COP/kWh,TX3,404.6429
PPBO,2025-08-29,P1D,COP/kWh,TX4,398.6595
PPBOGReal,2025-08-29,P1D,COP/kWh,TX4,405.8868
PPBO,2025-08-29,P1D,COP/kWh,TXR,395.3168
PPBOGReal,2025-08-29,P1D,COP/kWh,TXR,401.9534
PPBOGReal,2025-08-29,P1D,COP/kWh,TX1,400.3572
PPBOGReal,2025-08-28,P1D,COP/kWh,TX1,418.4518
PPBOGReal,2025-08-28,P1D,COP/kWh,TXR,468.1268
PPBO,2025-08-28,P1D,COP/kWh,TXR,444.1824
PPBOGReal,2025-08-28,P1D,COP/kWh,TX3,467.0199
PPBO,2025-08-28,P1D,COP/kWh,TX3,442.1992
PPBOGReal,2025-08-28,P1D,COP/kWh,TXF,467.8274
PPBO,2025-08-28,P1D,COP/kWh,TXF,443.0073
PPBOGReal,2025-08-28,P1D,COP/kWh,TX4,467.4296
PPBO,2025-08-28,P1D,COP/kWh,TX4,442.6339
PPBOGReal,2025-08-28,P1D,COP/kWh,TX2,417.3371
PPBO,2025-08-28,P1D,COP/kWh,TX2,403.7231
PPBO,2025-08-27,P1D,COP/kWh,TX2,317.4456
PPBOGReal,2025-08-27,P1D,COP/kWh,TX2,326.3111
PPBO,2025-08-27,P1D,COP/kWh,TXF,318.0886
PPBOGReal,2025-08-27,P1D,COP/kWh,TXF,327.31
PPBO,2025-08-27,P1D,COP/kWh,TXR,319.5775
PPBOGReal,2025-08-27,P1D,COP/kWh,TXR,327.9761
PPBO,2025-08-27,P1D,COP/kWh,TX3,316.9944
PPBOGReal,2025-08-27,P1D,COP/kWh,TX3,326.2161
PPBO,2025-08-27,P1D,COP/kWh,TX4,317.5241
PPBOGReal,2025-08-27,P1D,COP/kWh,TX4,326.7458
PPBOGReal,2025-08-27,P1D,COP/kWh,TX1,301.4711
PPBOGReal,2025-08-26,P1D,COP/kWh,TX1,333.6696
PPBO,2025-08-26,P1D,COP/kWh,TXF,325.6671
PPBOGReal,2025-08-26,P1D,COP/kWh,TXF,335.841
PPBO,2025-08-26,P1D,COP/kWh,TX3,324.5662
PPBOGReal,2025-08-26,P1D,COP/kWh,TX3,334.7415
PPBO,2025-08-26,P1D,COP/kWh,TXR,325.9463
PPBOGReal,2025-08-26,P1D,COP/kWh,TXR,336.1215
PPBO,2025-08-26,P1D,COP/kWh,TX2,324.3845
PPBOGReal,2025-08-26,P1D,COP/kWh,TX2,334.5232
PPBO,2025-08-26,P1D,COP/kWh,TX4,325.0943
PPBOGReal,2025-08-26,P1D,COP/kWh,TX4,335.1907
PPBOGReal,2025-08-25,P1D,COP/kWh,TX1,300.5407
PPBOGReal,2025-08-25,P1D,COP/kWh,TX4,301.2799
PPBO,2025-08-25,P1D,COP/kWh,TX4,292.4177
PPBOGReal,2025-08-25,P1D,COP/kWh,TX3,300.751
PPBO,2025-08-25,P1D,COP/kWh,TX3,291.8957
PPBOGReal,2025-08-25,P1D,COP/kWh,TX2,300.3914
PPBO,2025-08-25,P1D,COP/kWh,TX2,291.374
PPBOGReal,2025-08-25,P1D,COP/kWh,TXF,301.3735
PPBO,2025-08-25,P1D,COP/kWh,TXF,292.5182
PPBOGReal,2025-08-25,P1D,COP/kWh,TXR,301.6749
PPBO,2025-08-25,P1D,COP/kWh,TXR,292.8196
PPBO,2025-08-24,P1D,COP/kWh,TX2,238.9709
PPBOGReal,2025-08-24,P1D,COP/kWh,TX2,246.9633
PPBOGReal,2025-08-24,P1D,COP/kWh,TX1,247.0346
PPBO,2025-08-24,P1D,COP/kWh,TXR,234.6136
PPBOGReal,2025-08-24,P1D,COP/kWh,TXR,242.6668
PPBO,2025-08-24,P1D,COP/kWh,TX3,233.1771
PPBOGReal,2025-08-24,P1D,COP/kWh,TX3,241.2303
PPBO,2025-08-24,P1D,COP/kWh,TX4,233.7061
PPBOGReal,2025-08-24,P1D,COP/kWh,TX4,241.7594
PPBO,2025-08-24,P1D,COP/kWh,TXF,234.3126
PPBOGReal,2025-08-24,P1D,COP/kWh,TXF,242.3659
PPBOGReal,2025-08-23,P1D,COP/kWh,TXR,231.3496
PPBO,2025-08-23,P1D,COP/kWh,TXR,226.4255
PPBOGReal,2025-08-23,P1D,COP/kWh,TXF,231.0477
PPBO,2025-08-23,P1D,COP/kWh,TXF,226.1235
PPBOGReal,2025-08-23,P1D,COP/kWh,TX4,230.7905
PPBO,2025-08-23,P1D,COP/kWh,TX4,225.9326
PPBOGReal,2025-08-23,P1D,COP/kWh,TX3,230.2649
PPBO,2025-08-23,P1D,COP/kWh,TX3,225.3406
PPBOGReal,2025-08-23,P1D,COP/kWh,TX2,234.071
PPBO,2025-08-23,P1D,COP/kWh,TX2,229.2042
PPBOGReal,2025-08-23,P1D,COP/kWh,TX1,234.1852
PPBOGReal,2025-08-22,P1D,COP/kWh,TX1,281.9305
PPBOGReal,2025-08-22,P1D,COP/kWh,TX4,281.563
PPBO,2025-08-22,P1D,COP/kWh,TX4,280.3183
PPBOGReal,2025-08-22,P1D,COP/kWh,TX3,281.2642
PPBO,2025-08-22,P1D,COP/kWh,TX3,279.9203
PPBOGReal,2025-08-22,P1D,COP/kWh,TXR,282.7609
PPBO,2025-08-22,P1D,COP/kWh,TXR,281.4171
PPBOGReal,2025-08-22,P1D,COP/kWh,TXF,282.4597
PPBO,2025-08-22,P1D,COP/kWh,TXF,281.1159
PPBOGReal,2025-08-22,P1D,COP/kWh,TX2,281.9329
PPBO,2025-08-22,P1D,COP/kWh,TX2,280.6336
PPBO,2025-08-21,P1D,COP/kWh,TXR,300.402
PPBOGReal,2025-08-21,P1D,COP/kWh,TXR,316.1605
PPBO,2025-08-21,P1D,COP/kWh,TX3,299.634
PPBOGReal,2025-08-21,P1D,COP/kWh,TX3,315.3906
PPBO,2025-08-21,P1D,COP/kWh,TXF,300.097
PPBOGReal,2025-08-21,P1D,COP/kWh,TXF,315.8529
PPBO,2025-08-21,P1D,COP/kWh,TX4,295.49
PPBOGReal,2025-08-21,P1D,COP/kWh,TX4,311.4146
PPBO,2025-08-21,P1D,COP/kWh,TX2,304.32
PPBOGReal,2025-08-21,P1D,COP/kWh,TX2,319.6389
PPBOGReal,2025-08-21,P1D,COP/kWh,TX1,319.6286
PPBOGReal,2025-08-20,P1D,COP/kWh,TX3,302.9811
PPBO,2025-08-20,P1D,COP/kWh,TX3,291.0423
PPBOGReal,2025-08-20,P1D,COP/kWh,TX1,304.84
PPBOGReal,2025-08-20,P1D,COP/kWh,TX4,306.0925
PPBO,2025-08-20,P1D,COP/kWh,TX4,293.878
PPBOGReal,2025-08-20,P1D,COP/kWh,TXR,303.8596
PPBO,2025-08-20,P1D,COP/kWh,TXR,291.9264
PPBOGReal,2025-08-20,P1D,COP/kWh,TX2,304.786
PPBO,2025-08-20,P1D,COP/kWh,TX2,290.9655
PPBOGReal,2025-08-20,P1D,COP/kWh,TXF,303.564
PPBO,2025-08-20,P1D,COP/kWh,TXF,291.6257
PPBOGReal,2025-08-19,P1D,COP/kWh,TX1,381.9042
PPBOGReal,2025-08-19,P1D,COP/kWh,TX3,344.6114
PPBO,2025-08-19,P1D,COP/kWh,TX3,322.4665
PPBOGReal,2025-08-19,P1D,COP/kWh,TX4,334.4575
PPBO,2025-08-19,P1D,COP/kWh,TX4,315.3344
PPBOGReal,2025-08-19,P1D,COP/kWh,TXR,346.2075
PPBO,2025-08-19,P1D,COP/kWh,TXR,324.0623
PPBOGReal,2025-08-19,P1D,COP/kWh,TXF,345.9104
PPBO,2025-08-19,P1D,COP/kWh,TXF,323.7657
PPBOGReal,2025-08-19,P1D,COP/kWh,TX2,382.2292
PPBO,2025-08-19,P1D,COP/kWh,TX2,355.1144
PPBOGReal,2025-08-18,P1D,COP/kWh,TX1,265.1784
PPBOGReal,2025-08-18,P1D,COP/kWh,TX2,264.9371
PPBO,2025-08-18,P1D,COP/kWh,TX2,259.8802
PPBOGReal,2025-08-18,P1D,COP/kWh,TXF,266.7418
PPBO,2025-08-18,P1D,COP/kWh,TXF,261.3123
PPBOGReal,2025-08-18,P1D,COP/kWh,TX4,266.1923
PPBO,2025-08-18,P1D,COP/kWh,TX4,260.7607
PPBOGReal,2025-08-18,P1D,COP/kWh,TXR,267.0537
PPBO,2025-08-18,P1D,COP/kWh,TXR,261.9903
PPBOGReal,2025-08-18,P1D,COP/kWh,TX3,265.6633
PPBO,2025-08-18,P1D,COP/kWh,TX3,260.2317
PPBO,2025-08-17,P1D,COP/kWh,TXR,231.7724
PPBOGReal,2025-08-17,P1D,COP/kWh,TXR,233.2881
PPBO,2025-08-17,P1D,COP/kWh,TX4,230.9477
PPBOGReal,2025-08-17,P1D,COP/kWh,TX4,232.4632
PPBO,2025-08-17,P1D,COP/kWh,TX3,230.3699
PPBOGReal,2025-08-17,P1D,COP/kWh,TX3,231.9343
PPBO,2025-08-17,P1D,COP/kWh,TX2,230.0861
PPBOGReal,2025-08-17,P1D,COP/kWh,TX2,231.6587
PPBO,2025-08-17,P1D,COP/kWh,TXF,231.4716
PPBOGReal,2025-08-17,P1D,COP/kWh,TXF,232.9873
PPBOGReal,2025-08-17,P1D,COP/kWh,TX1,231.6441
PPBOGReal,2025-08-16,P1D,COP/kWh,TX1,218.2954
PPBO,2025-08-16,P1D,COP/kWh,TX3,213.6052
PPBOGReal,2025-08-16,P1D,COP/kWh,TX3,216.0867
PPBO,2025-08-16,P1D,COP/kWh,TXF,215.7015
PPBOGReal,2025-08-16,P1D,COP/kWh,TXF,218.1824
PPBO,2025-08-16,P1D,COP/kWh,TXR,216.0263
PPBOGReal,2025-08-16,P1D,COP/kWh,TXR,218.3194
PPBO,2025-08-16,P1D,COP/kWh,TX4,214.1341
PPBOGReal,2025-08-16,P1D,COP/kWh,TX4,216.6155
PPBO,2025-08-16,P1D,COP/kWh,TX2,215.9364
PPBOGReal,2025-08-16,P1D,COP/kWh,TX2,218.3011
PPBOGReal,2025-08-15,P1D,COP/kWh,TX1,228.9165
PPBOGReal,2025-08-15,P1D,COP/kWh,TX4,224.2291
PPBO,2025-08-15,P1D,COP/kWh,TX4,217.4966
PPBOGReal,2025-08-15,P1D,COP/kWh,TXF,228.8164
PPBO,2025-08-15,P1D,COP/kWh,TXF,221.8864
PPBOGReal,2025-08-15,P1D,COP/kWh,TXR,229.1174
PPBO,2025-08-15,P1D,COP/kWh,TXR,222.1875
PPBOGReal,2025-08-15,P1D,COP/kWh,TX3,227.9955
PPBO,2025-08-15,P1D,COP/kWh,TX3,221.0541
PPBOGReal,2025-08-15,P1D,COP/kWh,TX2,226.9842
PPBO,2025-08-15,P1D,COP/kWh,TX2,220.2351
PPBOGReal,2025-08-14,P1D,COP/kWh,TXF,345.1199
PPBO,2025-08-14,P1D,COP/kWh,TXF,296.4227
PPBOGReal,2025-08-14,P1D,COP/kWh,TX2,277.482
PPBO,2025-08-14,P1D,COP/kWh,TX2,256.5134
PPBOGReal,2025-08-14,P1D,COP/kWh,TX3,344.6318
PPBO,2025-08-14,P1D,COP/kWh,TX3,295.9234
PPBOGReal,2025-08-14,P1D,COP/kWh,TX4,344.49
PPBO,2025-08-14,P1D,COP/kWh,TX4,296.7661
PPBOGReal,2025-08-14,P1D,COP/kWh,TX1,277.4638
PPBOGReal,2025-08-14,P1D,COP/kWh,TXR,345.4217
PPBO,2025-08-14,P1D,COP/kWh,TXR,296.7246
PPBOGReal,2025-08-13,P1D,COP/kWh,TXF,233.55
PPBO,2025-08-13,P1D,COP/kWh,TXF,211.8342
PPBOGReal,2025-08-13,P1D,COP/kWh,TXR,233.8638
PPBO,2025-08-13,P1D,COP/kWh,TXR,212.148
PPBOGReal,2025-08-13,P1D,COP/kWh,TX2,225.1356
PPBO,2025-08-13,P1D,COP/kWh,TX2,202.4594
PPBOGReal,2025-08-13,P1D,COP/kWh,TX3,232.5038
PPBO,2025-08-13,P1D,COP/kWh,TX3,210.9459
PPBOGReal,2025-08-13,P1D,COP/kWh,TX1,253.1739
PPBOGReal,2025-08-13,P1D,COP/kWh,TX4,232.9652
PPBO,2025-08-13,P1D,COP/kWh,TX4,211.3057
PPBOGReal,2025-08-12,P1D,COP/kWh,TX2,210.8333
PPBO,2025-08-12,P1D,COP/kWh,TX2,193.5634
PPBOGReal,2025-08-12,P1D,COP/kWh,TXR,212.4419
PPBO,2025-08-12,P1D,COP/kWh,TXR,195.1737
PPBOGReal,2025-08-12,P1D,COP/kWh,TXF,212.1396
PPBO,2025-08-12,P1D,COP/kWh,TXF,194.8714
PPBOGReal,2025-08-12,P1D,COP/kWh,TX4,211.9698
PPBO,2025-08-12,P1D,COP/kWh,TX4,194.7898
PPBOGReal,2025-08-12,P1D,COP/kWh,TX1,211.8726
PPBOGReal,2025-08-12,P1D,COP/kWh,TX3,211.3479
PPBO,2025-08-12,P1D,COP/kWh,TX3,194.0719
PPBO,2025-08-11,P1D,COP/kWh,TXR,168.7188
PPBOGReal,2025-08-11,P1D,COP/kWh,TXR,183.985
PPBO,2025-08-11,P1D,COP/kWh,TX2,166.5369
PPBOGReal,2025-08-11,P1D,COP/kWh,TX2,181.6323
PPBO,2025-08-11,P1D,COP/kWh,TX4,168.949
PPBOGReal,2025-08-11,P1D,COP/kWh,TX4,184.7561
PPBOGReal,2025-08-11,P1D,COP/kWh,TX1,181.6439
PPBO,2025-08-11,P1D,COP/kWh,TX3,168.8888
PPBOGReal,2025-08-11,P1D,COP/kWh,TX3,184.6653
PPBO,2025-08-11,P1D,COP/kWh,TXF,168.3933
PPBOGReal,2025-08-11,P1D,COP/kWh,TXF,183.6496
PPBOGReal,2025-08-10,P1D,COP/kWh,TX1,120.9679
PPBO,2025-08-10,P1D,COP/kWh,TXR,120.8257
PPBOGReal,2025-08-10,P1D,COP/kWh,TXR,123.7957
PPBO,2025-08-10,P1D,COP/kWh,TX4,119.5147
PPBOGReal,2025-08-10,P1D,COP/kWh,TX4,122.4852
PPBO,2025-08-10,P1D,COP/kWh,TX2,119.1994
PPBOGReal,2025-08-10,P1D,COP/kWh,TX2,122.1683
PPBO,2025-08-10,P1D,COP/kWh,TXF,120.5254
PPBOGReal,2025-08-10,P1D,COP/kWh,TXF,123.4954
PPBO,2025-08-10,P1D,COP/kWh,TX3,118.986
PPBOGReal,2025-08-10,P1D,COP/kWh,TX3,121.9565
PPBO,2025-08-09,P1D,COP/kWh,TXR,114.6974
PPBOGReal,2025-08-09,P1D,COP/kWh,TXR,115.7926
PPBO,2025-08-09,P1D,COP/kWh,TXF,114.3974
PPBOGReal,2025-08-09,P1D,COP/kWh,TXF,115.4927
PPBO,2025-08-09,P1D,COP/kWh,TX2,112.7315
PPBOGReal,2025-08-09,P1D,COP/kWh,TX2,113.9398
PPBO,2025-08-09,P1D,COP/kWh,TX3,113.6315
PPBOGReal,2025-08-09,P1D,COP/kWh,TX3,114.727
PPBO,2025-08-09,P1D,COP/kWh,TX4,114.1533
PPBOGReal,2025-08-09,P1D,COP/kWh,TX4,115.2288
PPBOGReal,2025-08-09,P1D,COP/kWh,TX1,113.7081
PPBO,2025-08-08,P1D,COP/kWh,TXF,159.2649
PPBOGReal,2025-08-08,P1D,COP/kWh,TXF,175.0803
PPBO,2025-08-08,P1D,COP/kWh,TX2,157.7173
PPBOGReal,2025-08-08,P1D,COP/kWh,TX2,173.405
PPBO,2025-08-08,P1D,COP/kWh,TXR,159.2387
PPBOGReal,2025-08-08,P1D,COP/kWh,TXR,175.0554
PPBO,2025-08-08,P1D,COP/kWh,TX3,158.3628
PPBOGReal,2025-08-08,P1D,COP/kWh,TX3,174.0704
PPBO,2025-08-08,P1D,COP/kWh,TX4,158.8645
PPBOGReal,2025-08-08,P1D,COP/kWh,TX4,174.5875
PPBOGReal,2025-08-08,P1D,COP/kWh,TX1,173.3995
PPBO,2025-08-07,P1D,COP/kWh,TX3,154.8229
PPBOGReal,2025-08-07,P1D,COP/kWh,TX3,161.1513
PPBO,2025-08-07,P1D,COP/kWh,TXR,155.775
PPBOGReal,2025-08-07,P1D,COP/kWh,TXR,162.1225
PPBO,2025-08-07,P1D,COP/kWh,TXF,155.474
PPBOGReal,2025-08-07,P1D,COP/kWh,TXF,161.8214
PPBO,2025-08-07,P1D,COP/kWh,TX4,154.8616
PPBOGReal,2025-08-07,P1D,COP/kWh,TX4,161.2014
PPBO,2025-08-07,P1D,COP/kWh,TX2,154.1752
PPBOGReal,2025-08-07,P1D,COP/kWh,TX2,160.4983
PPBOGReal,2025-08-07,P1D,COP/kWh,TX1,160.4733
PPBOGReal,2025-08-06,P1D,COP/kWh,TX1,196.8859
PPBOGReal,2025-08-06,P1D,COP/kWh,TXF,201.2936
PPBO,2025-08-06,P1D,COP/kWh,TXF,176.9869
PPBOGReal,2025-08-06,P1D,COP/kWh,TXR,201.6796
PPBO,2025-08-06,P1D,COP/kWh,TXR,177.3462
PPBOGReal,2025-08-06,P1D,COP/kWh,TX2,196.8725
PPBO,2025-08-06,P1D,COP/kWh,TX2,173.8779
PPBOGReal,2025-08-06,P1D,COP/kWh,TX3,200.0007
PPBO,2025-08-06,P1D,COP/kWh,TX3,175.6024
PPBOGReal,2025-08-06,P1D,COP/kWh,TX4,212.4353
PPBO,2025-08-06,P1D,COP/kWh,TX4,188.0131
PPBOGReal,2025-08-05,P1D,COP/kWh,TX1,220.7016
PPBO,2025-08-05,P1D,COP/kWh,TX3,192.2907
PPBOGReal,2025-08-05,P1D,COP/kWh,TX3,219.2183
PPBO,2025-08-05,P1D,COP/kWh,TXR,193.2519
PPBOGReal,2025-08-05,P1D,COP/kWh,TXR,220.2204
PPBO,2025-08-05,P1D,COP/kWh,TX4,195.993
PPBOGReal,2025-08-05,P1D,COP/kWh,TX4,222.9967
PPBO,2025-08-05,P1D,COP/kWh,TXF,192.9507
PPBOGReal,2025-08-05,P1D,COP/kWh,TXF,219.919
PPBO,2025-08-05,P1D,COP/kWh,TX2,193.0369
PPBOGReal,2025-08-05,P1D,COP/kWh,TX2,220.678
PPBOGReal,2025-08-04,P1D,COP/kWh,TXF,170.3758
PPBO,2025-08-04,P1D,COP/kWh,TXF,151.7487
PPBOGReal,2025-08-04,P1D,COP/kWh,TX1,165.325
PPBOGReal,2025-08-04,P1D,COP/kWh,TX3,169.1184
PPBO,2025-08-04,P1D,COP/kWh,TX3,150.495
PPBOGReal,2025-08-04,P1D,COP/kWh,TX2,167.8452
PPBO,2025-08-04,P1D,COP/kWh,TX2,149.3325
PPBOGReal,2025-08-04,P1D,COP/kWh,TX4,166.387
PPBO,2025-08-04,P1D,COP/kWh,TX4,148.413
PPBOGReal,2025-08-04,P1D,COP/kWh,TXR,170.6806
PPBO,2025-08-04,P1D,COP/kWh,TXR,152.0534
PPBOGReal,2025-08-03,P1D,COP/kWh,TX1,111.0115
PPBOGReal,2025-08-03,P1D,COP/kWh,TX3,112.9974
PPBO,2025-08-03,P1D,COP/kWh,TX3,110.8272
PPBOGReal,2025-08-03,P1D,COP/kWh,TX4,113.5257
PPBO,2025-08-03,P1D,COP/kWh,TX4,111.3555
PPBOGReal,2025-08-03,P1D,COP/kWh,TXF,114.3279
PPBO,2025-08-03,P1D,COP/kWh,TXF,112.1577
PPBOGReal,2025-08-03,P1D,COP/kWh,TX2,110.5026
PPBO,2025-08-03,P1D,COP/kWh,TX2,108.741
PPBOGReal,2025-08-03,P1D,COP/kWh,TXR,114.6423
PPBO,2025-08-03,P1D,COP/kWh,TXR,112.4721
PPBOGReal,2025-08-02,P1D,COP/kWh,TX1,130.3656
PPBO,2025-08-02,P1D,COP/kWh,TX2,128.1693
PPBOGReal,2025-08-02,P1D,COP/kWh,TX2,130.372
PPBO,2025-08-02,P1D,COP/kWh,TXF,129.4819
PPBOGReal,2025-08-02,P1D,COP/kWh,TXF,131.6842
PPBO,2025-08-02,P1D,COP/kWh,TX3,128.9245
PPBOGReal,2025-08-02,P1D,COP/kWh,TX3,131.1269
PPBO,2025-08-02,P1D,COP/kWh,TX4,129.4527
PPBOGReal,2025-08-02,P1D,COP/kWh,TX4,131.6561
PPBO,2025-08-02,P1D,COP/kWh,TXR,129.7942
PPBOGReal,2025-08-02,P1D,COP/kWh,TXR,131.9965
PPBOGReal,2025-08-01,P1D,COP/kWh,TX1,196.3915
PPBO,2025-08-01,P1D,COP/kWh,TX3,168.7704
PPBOGReal,2025-08-01,P1D,COP/kWh,TX3,191.0364
PPBO,2025-08-01,P1D,COP/kWh,TXF,169.5774
PPBOGReal,2025-08-01,P1D,COP/kWh,TXF,191.8434
PPBO,2025-08-01,P1D,COP/kWh,TX2,174.0456
PPBOGReal,2025-08-01,P1D,COP/kWh,TX2,196.374
PPBO,2025-08-01,P1D,COP/kWh,TXR,175.6813
PPBOGReal,2025-08-01,P1D,COP/kWh,TXR,198.0063
PPBO,2025-08-01,P1D,COP/kWh,TX4,168.8935
PPBOGReal,2025-08-01,P1D,COP/kWh,TX4,191.5606
PPBO,2025-09-30,P1D,COP/kWh,TXR,280.321
PPBOGReal,2025-09-30,P1D,COP/kWh,TXR,305.5011
PPBOGReal,2025-09-30,P1D,COP/kWh,TX3,282.5734
PPBO,2025-09-30,P1D,COP/kWh,TX3,259.5149
PPBOGReal,2025-09-30,P1D,COP/kWh,TXF,278.7775
PPBO,2025-09-30,P1D,COP/kWh,TXF,256.9194
PPBOGReal,2025-09-30,P1D,COP/kWh,TX1,306.2331
PPBOGReal,2025-09-30,P1D,COP/kWh,TX2,306.1881
PPBO,2025-09-30,P1D,COP/kWh,TX2,280.9888
PPBOGReal,2025-09-29,P1D,COP/kWh,TX3,342.8213
PPBO,2025-09-29,P1D,COP/kWh,TX3,321.7309
PPBOGReal,2025-09-29,P1D,COP/kWh,TXF,349.9409
PPBO,2025-09-29,P1D,COP/kWh,TXF,327.7479
PPBOGReal,2025-09-29,P1D,COP/kWh,TXR,349.8826
PPBO,2025-09-29,P1D,COP/kWh,TXR,327.6897
PPBOGReal,2025-09-29,P1D,COP/kWh,TX2,359.4824
PPBO,2025-09-29,P1D,COP/kWh,TX2,341.8007
PPBO,2025-09-28,P1D,COP/kWh,TX2,312.7014
PPBOGReal,2025-09-28,P1D,COP/kWh,TX2,318.1332
PPBO,2025-09-28,P1D,COP/kWh,TXR,313.5982
PPBOGReal,2025-09-28,P1D,COP/kWh,TXR,318.7191
PPBOGReal,2025-09-28,P1D,COP/kWh,TX1,318.1121
PPBO,2025-09-28,P1D,COP/kWh,TXF,313.6562
PPBOGReal,2025-09-28,P1D,COP/kWh,TXF,318.7771
PPBO,2025-09-28,P1D,COP/kWh,TX3,313.514
PPBOGReal,2025-09-28,P1D,COP/kWh,TX3,318.6499
PPBO,2025-09-27,P1D,COP/kWh,TXR,289.0993
PPBOGReal,2025-09-27,P1D,COP/kWh,TXR,302.4646
PPBOGReal,2025-09-27,P1D,COP/kWh,TX1,303.4922
PPBO,2025-09-27,P1D,COP/kWh,TX3,288.6967
PPBOGReal,2025-09-27,P1D,COP/kWh,TX3,301.9409
PPBO,2025-09-27,P1D,COP/kWh,TXF,289.1569
PPBOGReal,2025-09-27,P1D,COP/kWh,TXF,302.5222
PPBOGReal,2025-09-26,P1D,COP/kWh,TX1,484.8861
PPBOGReal,2025-09-26,P1D,COP/kWh,TXR,489.0124
PPBO,2025-09-26,P1D,COP/kWh,TXR,475.585
PPBOGReal,2025-09-26,P1D,COP/kWh,TX2,490.0601
PPBO,2025-09-26,P1D,COP/kWh,TX2,476.6289
PPBOGReal,2025-09-26,P1D,COP/kWh,TXF,485.9893
PPBO,2025-09-26,P1D,COP/kWh,TXF,473.0186
PPBOGReal,2025-09-26,P1D,COP/kWh,TX3,485.7907
PPBO,2025-09-26,P1D,COP/kWh,TX3,472.92
PPBO,2025-09-25,P1D,COP/kWh,TX2,492.6725
PPBOGReal,2025-09-25,P1D,COP/kWh,TX2,508.5474
PPBO,2025-09-25,P1D,COP/kWh,TXR,496.4757
PPBOGReal,2025-09-25,P1D,COP/kWh,TX3,516.1673
PPBO,2025-09-25,P1D,COP/kWh,TX3,497.6994
PPBOGReal,2025-09-25,P1D,COP/kWh,TXF,514.1346
PPBO,2025-09-25,P1D,COP/kWh,TXF,496.0762
PPBOGReal,2025-09-25,P1D,COP/kWh,TX1,522.6558
PPBOGReal,2025-09-25,P1D,COP/kWh,TXR,514.6466
PPBOGReal,2025-09-24,P1D,COP/kWh,TX1,436.3767
PPBOGReal,2025-09-24,P1D,COP/kWh,TXR,428.4479
PPBO,2025-09-24,P1D,COP/kWh,TXR,420.4628
PPBOGReal,2025-09-24,P1D,COP/kWh,TX2,436.4476
PPBO,2025-09-24,P1D,COP/kWh,TX2,428.2458
PPBOGReal,2025-09-24,P1D,COP/kWh,TXF,428.5058
PPBO,2025-09-24,P1D,COP/kWh,TXF,420.5208
PPBOGReal,2025-09-24,P1D,COP/kWh,TX3,429.7875
PPBO,2025-09-24,P1D,COP/kWh,TX3,421.8682
PPBOGReal,2025-09-23,P1D,COP/kWh,TX3,368.475
PPBO,2025-09-23,P1D,COP/kWh,TX3,363.0761
PPBOGReal,2025-09-23,P1D,COP/kWh,TXF,373.2683
PPBO,2025-09-23,P1D,COP/kWh,TXF,367.9203
PPBOGReal,2025-09-23,P1D,COP/kWh,TX1,374.4661
PPBOGReal,2025-09-23,P1D,COP/kWh,TX2,374.2925
PPBO,2025-09-23,P1D,COP/kWh,TX2,368.9412
PPBOGReal,2025-09-23,P1D,COP/kWh,TXR,373.2102
PPBO,2025-09-23,P1D,COP/kWh,TXR,367.8623
PPBOGReal,2025-09-22,P1D,COP/kWh,TXF,351.0276
PPBO,2025-09-22,P1D,COP/kWh,TXF,341.7375
PPBOGReal,2025-09-22,P1D,COP/kWh,TX3,361.2017
PPBO,2025-09-22,P1D,COP/kWh,TXR,341.6785
PPBOGReal,2025-09-22,P1D,COP/kWh,TXR,350.9672
PPBO,2025-09-22,P1D,COP/kWh,TX2,342.6412
PPBOGReal,2025-09-22,P1D,COP/kWh,TX2,352.037
PPBOGReal,2025-09-22,P1D,COP/kWh,TX1,349.5727
PPBO,2025-09-22,P1D,COP/kWh,TX3,351.3284
PPBO,2025-09-21,P1D,COP/kWh,TXR,244.0751
PPBOGReal,2025-09-21,P1D,COP/kWh,TXR,256.202
PPBO,2025-09-21,P1D,COP/kWh,TX2,244.8145
PPBOGReal,2025-09-21,P1D,COP/kWh,TX2,257.0361
PPBOGReal,2025-09-21,P1D,COP/kWh,TX1,257.15
